地區,排名,名稱,假名,得分,酒造地區,酒造名稱,價格,詳細頁面連結
tokushima,6,喜来,きらい,3.22,徳島,司菊酒造,,https://www.saketime.jp/brands/4658/
tokushima,7,御殿桜,ごてんざくら,3.14,徳島,斎藤酒造場,1100,https://www.saketime.jp/brands/1907/
tokushima,8,瓢太閤,ひさごたいこう,3.13,徳島,太閤酒造場,1430,https://www.saketime.jp/brands/1917/
tokushima,9,水ト米,みずとこめ,3.12,徳島,本家松浦酒造場,1280,https://www.saketime.jp/brands/5810/
tokushima,9,今小町,いまこまち,3.12,徳島,中和商店,3300,https://www.saketime.jp/brands/1914/
tokushima,11,土蜘蛛,つちぐも,3.11,徳島,本家松浦酒造場,,https://www.saketime.jp/brands/5333/
tokushima,12,穴吹川,あなぶきがわ,3.07,徳島,司菊酒造,1760,https://www.saketime.jp/brands/4659/
tokushima,12,穰,ゆたか,3.07,徳島,中和商店,,https://www.saketime.jp/brands/4660/
tokushima,14,阿波天水,あわてんすい,3.06,徳島,太閤酒造場,1760,https://www.saketime.jp/brands/5817/
tokushima,15,眉山,びざん,3.05,徳島,吉本醸造,1320,https://www.saketime.jp/brands/1909/
tokushima,15,己道,こどう,3.05,徳島,太閤酒造場,1485,https://www.saketime.jp/brands/5816/
tokushima,15,綾音,あやね,3.05,徳島,三芳菊酒造,2200,https://www.saketime.jp/brands/6329/
tokushima,15,胡春,こはる,3.05,徳島,三芳菊酒造,1430,https://www.saketime.jp/brands/6331/
tokushima,19,津乃峰,つのみね,3.04,徳島,津乃峰酒造,,https://www.saketime.jp/brands/1912/
tokushima,19,勢玉,せいぎょく,3.04,徳島,勢玉,,https://www.saketime.jp/brands/3132/
tokushima,19,阿波美人,あわびじん,3.04,徳島,津乃峰酒造,1930,https://www.saketime.jp/brands/3134/
tokushima,19,上勝,かみかつ,3.04,徳島,本家松浦酒造場,1650,https://www.saketime.jp/brands/6276/
tokushima,19,織絵,おりえ,3.04,徳島,三芳菊酒造,1650,https://www.saketime.jp/brands/6330/
ehime,1,石鎚,いしづち,3.94,愛媛,石鎚酒造,1650,https://www.saketime.jp/brands/1877/
ehime,2,伊予賀儀屋,かぎや,3.89,愛媛,成龍酒造,1210,https://www.saketime.jp/brands/1895/
ehime,3,寿喜心,すきごころ,3.50,愛媛,首藤酒造,1046,https://www.saketime.jp/brands/1878/
ehime,4,山丹正宗,やまたんまさむね,3.46,愛媛,八木酒造部,1265,https://www.saketime.jp/brands/1875/
ehime,5,梅錦,うめにしき,3.45,愛媛,梅錦山川,1079,https://www.saketime.jp/brands/1880/
ehime,5,川亀,かわかめ,3.45,愛媛,川亀酒造,1514,https://www.saketime.jp/brands/1894/
ehime,7,成龍然,せいりょうぜん,3.39,愛媛,成龍酒造,1650,https://www.saketime.jp/brands/5934/
ehime,8,初雪盃,はつゆきはい,3.36,愛媛,協和酒造,1100,https://www.saketime.jp/brands/1876/
ehime,9,京ひな,きょうひな,3.35,愛媛,酒六酒造,1815,https://www.saketime.jp/brands/1883/
ehime,10,媛一会,ひめいちえ,3.33,愛媛,武田酒造,1265,https://www.saketime.jp/brands/3192/
ehime,11,雪雀,ゆきすずめ,3.32,愛媛,雪雀酒造,1188,https://www.saketime.jp/brands/1873/
ehime,12,華姫桜,はなひめさくら,3.28,愛媛,近藤酒造,1100,https://www.saketime.jp/brands/4858/
ehime,13,城川郷,しろかわごう,3.25,愛媛,中城本家酒造,1540,https://www.saketime.jp/brands/1901/
ehime,13,日本心,やまとごころ,3.25,愛媛,武田酒造,1034,https://www.saketime.jp/brands/3191/
ehime,15,仁喜多津,にきたつ,3.22,愛媛,水口酒造,1319,https://www.saketime.jp/brands/1871/
ehime,16,千代の亀,ちよのかめ,3.21,愛媛,千代の亀酒造,1540,https://www.saketime.jp/brands/1882/
ehime,17,風の里,かぜのさと,3.15,愛媛,養老酒造,1430,https://www.saketime.jp/brands/1903/
ehime,17,尾根越えて,おねこえて,3.15,愛媛,中城本家酒造,1540,https://www.saketime.jp/brands/3186/
ehime,19,一刀両断,いっとうりょうだん,3.13,愛媛,酒六酒造,1067,https://www.saketime.jp/brands/4643/
ehime,19,酒仙栄光,しゅせんえいこう,3.13,愛媛,栄光酒造,1045,https://www.saketime.jp/brands/1900/
ehime,19,桜うづまき,さくらうづまき,3.13,愛媛,桜うづまき酒造,1045,https://www.saketime.jp/brands/1902/
ehime,19,小富士,こふじ,3.13,愛媛,島田酒造,1210,https://www.saketime.jp/brands/1893/
ehime,19,咲くら,さくら,3.13,愛媛,桜うづまき酒造,,https://www.saketime.jp/brands/5470/
kochi,1,亀泉,かめいずみ,4.28,高知,亀泉酒造,1705,https://www.saketime.jp/brands/1927/
kochi,2,桂月,けいげつ,4.02,高知,土佐酒造,1199,https://www.saketime.jp/brands/1926/
kochi,3,美丈夫,びじょうふ,3.99,高知,浜川商店,1300,https://www.saketime.jp/brands/1935/
kochi,4,久礼,くれ,3.97,高知,西岡酒造店,1485,https://www.saketime.jp/brands/1942/
kochi,5,文佳人,ぶんかじん,3.93,高知,アリサワ,1430,https://www.saketime.jp/brands/1930/
kochi,6,酔鯨,すいげい,3.91,高知,酔鯨酒造,1199,https://www.saketime.jp/brands/1925/
kochi,7,土佐しらぎく,とさしらぎく,3.90,高知,仙頭酒造場,1375,https://www.saketime.jp/brands/1933/
kochi,8,南,みなみ,3.76,高知,南酒造場,1036,https://www.saketime.jp/brands/1938/
kochi,9,司牡丹,つかさぼたん,3.59,高知,司牡丹酒造,1100,https://www.saketime.jp/brands/1924/
kochi,10,豊の梅（豊能梅）,とよのうめ,3.56,高知,高木酒造,1310,https://www.saketime.jp/brands/1931/
kochi,11,安芸虎,あきとら,3.53,高知,有光酒造場,1650,https://www.saketime.jp/brands/1940/
kochi,12,船中八策,せんちゅうはっさく,3.52,高知,司牡丹酒造,1529,https://www.saketime.jp/brands/3196/
kochi,13,土佐鶴,とさつる,3.45,高知,土佐鶴酒造,1476,https://www.saketime.jp/brands/1932/
kochi,14,無手無冠,むてむか,3.36,高知,無手無冠,1034,https://www.saketime.jp/brands/1945/
kochi,15,山に雲が,やまにくもが,3.31,高知,川澤酒造,1955,https://www.saketime.jp/brands/12623/
kochi,16,美潮,みしお,3.27,高知,仙頭酒造場,2200,https://www.saketime.jp/brands/5503/
kochi,17,土佐金蔵,とさきんぞう,3.21,高知,高木酒造,1524,https://www.saketime.jp/brands/5457/
kochi,18,慎太郎,しんたろう,3.17,高知,浜川商店,1485,https://www.saketime.jp/brands/3469/
kochi,19,瀧嵐,たきあらし,3.16,高知,高知酒造,1045,https://www.saketime.jp/brands/1923/
kochi,20,四万十川,しまんとがわ,3.15,高知,菊水酒造,1034,https://www.saketime.jp/brands/2452/
fukuoka,1,若波,わかなみ,4.18,福岡,若波酒造,2680,https://www.saketime.jp/brands/2007/
fukuoka,2,田中六五,たなかろくじゅうご,4.08,福岡,白糸酒造,1914,https://www.saketime.jp/brands/2006/
fukuoka,3,庭のうぐいす,にわのうぐいす,3.98,福岡,山口酒造場,1705,https://www.saketime.jp/brands/1956/
fukuoka,4,山の壽,やまのことぶき,3.89,福岡,山の壽酒造,1420,https://www.saketime.jp/brands/3223/
fukuoka,5,三井の寿,みいのことぶき,3.77,福岡,井上合名,1732,https://www.saketime.jp/brands/1952/
fukuoka,5,繁桝,しげます,3.77,福岡,高橋商店,1265,https://www.saketime.jp/brands/1970/
fukuoka,7,蒼田,そうでん,3.47,福岡,喜多屋,1046,https://www.saketime.jp/brands/3216/
fukuoka,7,池亀,いけかめ,3.47,福岡,池亀酒造,1320,https://www.saketime.jp/brands/1962/
fukuoka,9,喜多屋,きたや,3.46,福岡,喜多屋,1320,https://www.saketime.jp/brands/1982/
fukuoka,9,杜の蔵,もりのくら,3.46,福岡,杜の蔵,,https://www.saketime.jp/brands/2002/
fukuoka,9,白糸,しらいと,3.46,福岡,白糸酒造,1424,https://www.saketime.jp/brands/1947/
fukuoka,12,蜻蛉,とんぼ,3.45,福岡,若波酒造,1480,https://www.saketime.jp/brands/1986/
fukuoka,13,独楽蔵,こまぐら,3.44,福岡,杜の蔵,2750,https://www.saketime.jp/brands/1980/
fukuoka,14,寒北斗,かんほくと,3.43,福岡,寒北斗酒造,1450,https://www.saketime.jp/brands/1995/
fukuoka,15,旭菊,あさひきく,3.40,福岡,旭菊酒造,1320,https://www.saketime.jp/brands/1961/
fukuoka,16,黒兜,くろかぶと,3.37,福岡,池亀酒造,1485,https://www.saketime.jp/brands/3237/
fukuoka,17,美田,びでん,3.34,福岡,井上合名,1733,https://www.saketime.jp/brands/1985/
fukuoka,18,若竹屋,わかたけや,3.33,福岡,若竹屋酒造場,1320,https://www.saketime.jp/brands/1959/
fukuoka,19,LIBROM,りぶろむ,3.31,福岡,LIBROM Craft Sake Brewery,2600,https://www.saketime.jp/brands/7541/
fukuoka,20,綾花,あやか,3.28,福岡,旭菊酒造,1710,https://www.saketime.jp/brands/3208/
saga,1,鍋島,なべしま,4.23,佐賀,富久千代酒造,1980,https://www.saketime.jp/brands/2025/
saga,2,光栄菊,こうえいぎく,4.22,佐賀,光栄菊酒造,1980,https://www.saketime.jp/brands/3256/
saga,3,七田,しちだ,4.06,佐賀,天山酒造,1567,https://www.saketime.jp/brands/2024/
saga,4,能古見,のごみ,3.93,佐賀,馬場酒造場,1400,https://www.saketime.jp/brands/2013/
saga,5,東鶴,あずまつる,3.92,佐賀,東鶴酒造,1220,https://www.saketime.jp/brands/2034/
saga,6,天吹,あまぶき,3.88,佐賀,天吹酒造,1320,https://www.saketime.jp/brands/2011/
saga,7,東一,あずまいち,3.85,佐賀,五町田酒造,1320,https://www.saketime.jp/brands/2016/
saga,8,肥前蔵心,ひぜんくらごころ,3.84,佐賀,矢野酒造,1480,https://www.saketime.jp/brands/2018/
saga,9,基峰鶴,きほうつる,3.66,佐賀,基山商店,1485,https://www.saketime.jp/brands/2028/
saga,10,前,さき,3.65,佐賀,古伊万里酒造,1485,https://www.saketime.jp/brands/2036/
saga,11,東長,あずまちょう,3.57,佐賀,瀬頭酒造,1100,https://www.saketime.jp/brands/2031/
saga,12,天山,てんざん,3.51,佐賀,天山酒造,1568,https://www.saketime.jp/brands/2010/
saga,12,日下無双（天吹酒造）,ひのしたむそう,3.51,佐賀,天吹酒造,1799,https://www.saketime.jp/brands/5901/
saga,14,光武,みつたけ,3.47,佐賀,光武酒造場,1485,https://www.saketime.jp/brands/4676/
saga,15,竹の園,たけのその,3.46,佐賀,矢野酒造,1210,https://www.saketime.jp/brands/2017/
saga,16,古伊万里,こいまり,3.45,佐賀,古伊万里酒造,1375,https://www.saketime.jp/brands/2035/
saga,17,万齢,まんれい,3.39,佐賀,小松酒造,1595,https://www.saketime.jp/brands/2032/
saga,18,松浦一,まつうらいち,3.36,佐賀,松浦一酒造,1528,https://www.saketime.jp/brands/2026/
saga,19,岩の蔵,いわのくら,3.35,佐賀,天山酒造,,https://www.saketime.jp/brands/3267/
saga,20,幸姫,さちひめ,3.34,佐賀,幸姫酒造,1623,https://www.saketime.jp/brands/2012/
nagasaki,1,よこやま,ヨコヤマ,4.31,長崎,重家酒造,1639,https://www.saketime.jp/brands/5487/
nagasaki,2,飛鸞,ひらん,4.22,長崎,森酒造場,1815,https://www.saketime.jp/brands/3283/
nagasaki,3,横山五十,よこやま50,3.95,長崎,重家酒造,1986,https://www.saketime.jp/brands/3486/
nagasaki,4,福田,ふくだ,3.72,長崎,福田酒造,1925,https://www.saketime.jp/brands/3292/
nagasaki,5,福海,ふくうみ,3.62,長崎,福田酒造,1925,https://www.saketime.jp/brands/12394/
nagasaki,6,六十餘洲,ろくじゅうよしゅう,3.60,長崎,今里酒造,1122,https://www.saketime.jp/brands/2037/
nagasaki,7,杵の川,きのかわ,3.25,長崎,杵の川酒造,1045,https://www.saketime.jp/brands/5053/
nagasaki,8,梅ヶ枝,うめがえ,3.24,長崎,梅ヶ枝酒造,1074,https://www.saketime.jp/brands/5034/
nagasaki,9,FIRAND 夢名酒,ふぃらんど むめいしゅ,3.21,長崎,森酒造場,1320,https://www.saketime.jp/brands/5923/
nagasaki,10,萬勝,ばんしょう,3.16,長崎,吉田屋,1580,https://www.saketime.jp/brands/2044/
nagasaki,10,BLACK JACK,ブラックジャック,3.16,長崎,森酒造場,1760,https://www.saketime.jp/brands/6309/
nagasaki,12,福鶴,ふくつる,3.13,長崎,福田酒造,1595,https://www.saketime.jp/brands/2041/
nagasaki,12,いきなはからい,いきなはからい,3.13,長崎,重家酒造,,https://www.saketime.jp/brands/6195/
nagasaki,14,本陣,ほんじん,3.12,長崎,潜龍酒造,1441,https://www.saketime.jp/brands/3289/
nagasaki,14,長崎美人,ながさきびじん,3.12,長崎,福田酒造,2970,https://www.saketime.jp/brands/3291/
nagasaki,16,白嶽,しらたけ,3.09,長崎,河内酒造,1410,https://www.saketime.jp/brands/2045/
nagasaki,17,はねぎ搾り,はねぎしぼり,3.08,長崎,吉田屋,1580,https://www.saketime.jp/brands/5716/
nagasaki,17,あい娘,あいむすめ,3.08,長崎,あい娘酒造,,https://www.saketime.jp/brands/3275/
nagasaki,19,みずの光彩,みずのきらめき,3.07,長崎,潜龍酒造,1628,https://www.saketime.jp/brands/4678/
nagasaki,20,普賢岳,ふげんだけ,3.06,長崎,山崎本店酒造場,1500,https://www.saketime.jp/brands/3280/
kumamoto,1,産土,うぶすな,4.43,熊本,花の香酒造,1780,https://www.saketime.jp/brands/6243/
kumamoto,2,花の香,はなのか,4.04,熊本,花の香酒造,3380,https://www.saketime.jp/brands/2073/
kumamoto,3,花雪,はなゆき,3.65,熊本,河津酒造,1027,https://www.saketime.jp/brands/4913/
kumamoto,4,香露,こうろ,3.49,熊本,熊本県酒造研究所,1400,https://www.saketime.jp/brands/2066/
kumamoto,5,亀萬,かめまん,3.40,熊本,亀萬酒造,1300,https://www.saketime.jp/brands/2072/
kumamoto,6,れいざん,れいざん,3.39,熊本,山村酒造,1100,https://www.saketime.jp/brands/2069/
kumamoto,7,泰斗,たいと,3.37,熊本,千代の園酒造,,https://www.saketime.jp/brands/5155/
kumamoto,8,千代の園,ちよのその,3.35,熊本,千代の園酒造,1400,https://www.saketime.jp/brands/2067/
kumamoto,9,瑞鷹,ずいよう,3.33,熊本,瑞鷹酒造,1080,https://www.saketime.jp/brands/2064/
kumamoto,10,産山村,うぶやまむら,3.31,熊本,千代の園酒造,,https://www.saketime.jp/brands/4892/
kumamoto,11,美少年,びしょうねん,3.22,熊本,美少年酒造,,https://www.saketime.jp/brands/2065/
kumamoto,12,九曜正宗,くようまさむね,3.21,熊本,熊本県酒造研究所,,https://www.saketime.jp/brands/7633/
kumamoto,13,神田,じんでん,3.19,熊本,花の香酒造,2244,https://www.saketime.jp/brands/4688/
kumamoto,14,七歩蛇,しちほだ,3.18,熊本,河津酒造,2090,https://www.saketime.jp/brands/4915/
kumamoto,15,通潤,つうじゅん,3.16,熊本,通潤酒造,1155,https://www.saketime.jp/brands/3301/
kumamoto,16,蝉,せみ,3.14,熊本,通潤酒造,1760,https://www.saketime.jp/brands/4846/
kumamoto,16,PLUS 9,プラスナイン,3.14,熊本,亀萬酒造,,https://www.saketime.jp/brands/6382/
kumamoto,18,秋水,しゅうすい,3.12,熊本,河津酒造,1430,https://www.saketime.jp/brands/4967/
kumamoto,19,朱盃,しゅはい,3.09,熊本,千代の園酒造,1100,https://www.saketime.jp/brands/2068/
kumamoto,20,萬坊,まんぼう,3.07,熊本,亀萬酒造,1980,https://www.saketime.jp/brands/4687/
kumamoto,20,熊本神力,くまもとしんりき,3.07,熊本,千代の園酒造,,https://www.saketime.jp/brands/4686/
kumamoto,20,菜々,さいさい,3.07,熊本,瑞鷹酒造,1518,https://www.saketime.jp/brands/7586/
kumamoto,20,花火,はなび,3.07,熊本,花の香酒造,1430,https://www.saketime.jp/brands/5481/
kumamoto,20,紫乃茘枝,ユカリノライチ,3.07,熊本,河津酒造,,https://www.saketime.jp/brands/12660/
oita,1,ちえびじん,ちえびじん,4.04,大分,中野酒造,1540,https://www.saketime.jp/brands/2063/
oita,2,豊潤,ほうじゅん,3.38,大分,小松酒造場,1549,https://www.saketime.jp/brands/2062/
oita,2,百合仕込み,ゆりじこみ,3.38,大分,井上酒造,1540,https://www.saketime.jp/brands/12387/
oita,4,和香牡丹,わかぼたん,3.36,大分,三和酒類,1706,https://www.saketime.jp/brands/2730/
oita,5,八鹿,やつしか,3.34,大分,八鹿酒造,1100,https://www.saketime.jp/brands/2058/
oita,6,花笑み,はなえみ,3.33,大分,大地酒造,1560,https://www.saketime.jp/brands/5554/
oita,7,鷹来屋,たかきや,3.30,大分,濱嶋酒造,1210,https://www.saketime.jp/brands/2054/
oita,8,薫長,くんちょう,3.29,大分,クンチョウ酒造,1265,https://www.saketime.jp/brands/2060/
oita,9,西の関,にしのせき,3.26,大分,萱島酒造,1030,https://www.saketime.jp/brands/2047/
oita,10,一の井手,いちのいで,3.19,大分,久家本店,1080,https://www.saketime.jp/brands/2057/
oita,11,KUNISAKI,くにさき,3.18,大分,萱島酒造,2589,https://www.saketime.jp/brands/4955/
oita,12,久住千羽鶴,くじゅうせんばづる,3.15,大分,佐藤酒造,1763,https://www.saketime.jp/brands/2055/
oita,13,角の井,かくのい,3.13,大分,井上酒造,1450,https://www.saketime.jp/brands/2046/
oita,14,丹誠,たんせい,3.11,大分,丹誠酒類,,https://www.saketime.jp/brands/2053/
oita,15,倉光,そうこう,3.10,大分,倉光酒造,1550,https://www.saketime.jp/brands/3317/
oita,16,山水,さんすい,3.07,大分,老松酒造,1155,https://www.saketime.jp/brands/3329/
oita,17,玄亀,げんかめ,3.05,大分,亀の井酒造合資会社,3410,https://www.saketime.jp/brands/5051/
oita,17,イモリ谷,いもりだに,3.05,大分,中野酒造,3190,https://www.saketime.jp/brands/5240/
oita,19,華鷹,はなたか,3.04,大分,濱嶋酒造,1760,https://www.saketime.jp/brands/4683/
oita,19,宗麟,そうりん,3.04,大分,小手川酒造,1466,https://www.saketime.jp/brands/4685/
oita,19,龍梅,りゅうばい,3.04,大分,藤居酒造,1430,https://www.saketime.jp/brands/3322/
oita,19,ゆすら桃,ゆすらうめ,3.04,大分,丹誠酒類,,https://www.saketime.jp/brands/4682/
miyazaki,1,千徳,せんとく,3.45,宮崎,千徳酒造,1150,https://www.saketime.jp/brands/2074/
miyazaki,2,夢の中まで,ゆめのなかまで,3.25,宮崎,千徳酒造,2400,https://www.saketime.jp/brands/2075/
miyazaki,3,御神水源どぶろく,ごしんすいげんどぶろく,3.07,宮崎,まろうど酒造 (高千穂ムラたび),4980,https://www.saketime.jp/brands/7562/
miyazaki,4,菊初御代,きくはつみよ,3.06,宮崎,雲海酒造,1650,https://www.saketime.jp/brands/5181/
miyazaki,4,はじまり,はじまり,3.06,宮崎,千徳酒造,,https://www.saketime.jp/brands/4690/
miyazaki,4,舞,まい,3.06,宮崎,千徳酒造,1375,https://www.saketime.jp/brands/6285/
miyazaki,7,初御代,はつみよ,3.05,宮崎,雲海酒造,1650,https://www.saketime.jp/brands/5180/
miyazaki,7,蔵人の夢,くらびとのゆめ,3.05,宮崎,千徳酒造,,https://www.saketime.jp/brands/5434/
miyazaki,9,恋のしずく,こいのしずく,3.04,宮崎,千徳酒造,,https://www.saketime.jp/brands/6061/
miyazaki,9,零度のめざめ,れいどのめざめ,3.04,宮崎,千徳酒造,,https://www.saketime.jp/brands/7533/
miyazaki,11,向洋,こうよう,3.03,宮崎,千徳酒造,7000,https://www.saketime.jp/brands/5432/
miyazaki,11,はなかぐら,はなかぐら,3.03,宮崎,千徳酒造,1479,https://www.saketime.jp/brands/5433/
miyazaki,11,蔵の真心,くらのまごころ,3.03,宮崎,千徳酒造,,https://www.saketime.jp/brands/3333/
miyazaki,11,登喜一,ときいち,3.03,宮崎,雲海酒造,,https://www.saketime.jp/brands/12606/
miyazaki,15,綾錦,あやにしき,3.02,宮崎,雲海酒造,,https://www.saketime.jp/brands/2076/
miyazaki,16,我楽,がらく,3.01,宮崎,雲海酒造,,https://www.saketime.jp/brands/3387/
kagoshima,1,天賦,てんぶ,4.11,鹿児島,西酒造株式会社　日本酒蔵,2178,https://www.saketime.jp/brands/5871/
kagoshima,2,薩州正宗,さっしゅうまさむね,3.17,鹿児島,濵田酒造,1439,https://www.saketime.jp/brands/4878/
okinawa,1,美ら酒,ちゅらさき,3.17,沖縄,泰石酒造,,https://www.saketime.jp/brands/5917/
okinawa,2,黎明,れいめい,3.12,沖縄,泰石酒造,1870,https://www.saketime.jp/brands/2077/
